code,name,price,psr,field
000019,治理指数,983.47,8501.002896727283,AB股 广东板块 国企改革 深圳特区 食品饮料
000020,中型综指,1029.21,1694.3740619302325,AB股 电子元件 广东板块 深圳特区
000021,180治理,919.54,337.9669919250562,参股券商 电子信息 工业4.0 广东板块 苹果概念 区块链 深成500 深股通 深圳特区 智能电网 中证500
000022,沪公司债,185.65,194.31880017045455,AB股 港口水运 广东板块 融资融券 深股通 深圳特区 一带一路 粤港自贸
000025,180基建,1745.13,5632.959846948803,AB股 广东板块 国企改革 汽车行业 深股通 深圳特区 粤港自贸 中证500
000026,180资源,2480.47,1277.3398616232394,AB股 广东板块 国企改革 举牌概念 军工 深圳特区 智能穿戴 珠宝首饰
000027,180运输,1204.41,1309.9789651456788,IPO受益 MSCI中国 参股券商 创投 独角兽 公用事业 广东板块 节能环保 融资融券 深成500 深股通 深圳特区 太阳能 新能源 证金持股 中证500 租售同权
000028,180成长,3190.39,133.1668226118748,AB股 单抗概念 广东板块 国企改革 融资融券 深成500 深股通 深圳特区 医药制造 证金持股 中证500
000029,180价值,3914.64,26401.898016,AB股 房地产 广东板块 国企改革 深股通 深圳特区 粤港自贸
000030,180R成长,1974.21,1470.7085505846774,AB股 参股保险 吉林板块 汽车行业 融资融券 深股通 深圳特区 证金持股
000031,180R价值,2823.39,2344.7214570164833,参股券商 房地产 股权激励 广东板块 国企改革 融资融券 深成500 深股通 深圳特区 新三板 中证500 中字头
000032,上证能源,1443.82,1621.4332836755318,LED 电子信息 广东板块 深圳特区 无线充电 一带一路
000033,上证材料,2017.33,17629.68859513544,ST概念 大数据 广东板块 旅游酒店 深圳特区 在线教育
000034,上证工业,2036.94,84.40305103427305,股权激励 广东板块 深成500 深股通 深圳特区 通讯行业 网络安全 物联网 云计算
000035,上证可选,2763.99,12793.122035568495,PPP模式 环保工程 江苏板块 节能环保 深股通 深圳特区
000036,上证消费,9086.47,22846.021456870043,房地产 广东板块 融资融券 深成500 深股通 深圳特区
000037,上证医药,7644.55,11405.566420371288,AB股 电力行业 广东板块 核能核电 深圳特区
000038,上证金融,4704.84,5429.54530378808,广东板块 文化传媒
000039,上证信息,2911.72,451.39646285094,2025规划 AH股 MSCI中国 参股券商 参股银行 股权激励 广东板块 海工装备 海洋经济 金属制品 可燃冰 融资融券 深成500 深股通 深圳特区 雄安新区 一带一路 粤港自贸 证金持股 中证500
000040,上证电信,2636.09,3306.669009753283,PPP模式 广东板块 环保工程 节能环保 美丽中国 深成500 深股通 深圳特区 太阳能 新能源 雄安新区
000042,上证央企,1487.13,649.1728652284964,房地产 股权激励 广东板块 深股通 深圳特区
000043,超大盘,2205.03,958.7157078500653,房地产 广东板块 融资融券 深股通 深圳特区
000045,上证小盘,3970.36,9185.258984959277,AB股 OLED 电子信息 广东板块 国企改革 深圳特区
000046,上证中小,3618.27,6622.492816762592,阿里概念 北京板块 房地产 融资融券 深成500 深股通 深证100R 土地流转 证金持股 智慧城市
000047,上证全指,3037.36,0,--
000048,责任指数,1367.54,473.3319999982285,广东板块 举牌概念 农牧饲渔 深圳特区 土地流转 乡村振兴 猪肉概念
000049,上证民企,1640.42,113.01976178382007,电子元件 广东板块 国企改革 苹果概念 融资融券 深成500 深股通 深圳特区 无线充电 小米概念 新能源 新能源车 央视50_ 中证500 锂电池
000050,50等权,2205.14,687.0091531387284,MSCI中国 OLED 触摸屏 电子元件 广东板块 苹果概念 全息技术 融资融券 深成500 深股通 深证100R 深圳特区 小米概念 虚拟现实 智能穿戴 智能家居
000055,上证地企,1073.74,1955.2678203107691,AB股 LED QFII重仓 广东板块 金属制品 深圳特区 太阳能 土地流转 新材料 新能源
000056,上证国企,979.94,5211.619779529412,AB股 参股保险 房地产 广东板块 深圳特区
000058,全指价值,3913.47,12211.3723965,AB股 北斗导航 电商概念 广东板块 国企改革 商业百货 深股通 深圳特区 证金持股
000059,全R成长,2676.77,526.4157999170048,东北振兴 化工原料 辽宁板块 融资融券 深成500 深股通 石油行业
000060,全R价值,3339.59,2482.5667078356937,HS300_ MSCI中国 参股期货 广东板块 国企改革 基本金属 融资融券 深成500 深股通 深证100R 深圳特区 稀缺资源 小金属 有色金属 证金持股
000061,沪企债30,146.45,466.267152804878,参股银行 电商概念 股权激励 广东板块 举牌概念 农牧饲渔 融资融券 深成500 深股通 深圳特区 新零售 中证500
000062,上证沪企,2120.5,717.762681557954,创投 电商概念 电子元件 广东板块 互联金融 融资融券 深成500 深股通 深圳特区 新能源车 雄安新区 证金持股 中证500
000063,上证周期,2989.75,434.0387989629501,2025规划 5G概念 AH股 HS300_ 股权激励 广东板块 国产芯片 融资融券 深成500 深股通 深证100R 深圳特区 通讯行业 无线充电 物联网 一带一路 移动支付 云计算 在线教育 证金持股 智慧城市 智能穿戴
000065,上证龙头,3130.21,1136.7218018565356,北京板块 工程建设 军工 深股通 太阳能 新能源 一带一路
000066,上证商品,1741.09,2657.278364828927,2025规划 大数据 电子信息 广东板块 军工 军民融合 区块链 人工智能 深成500 深股通 深圳特区 网络安全 云计算 中证500
000068,上证资源,1891.05,49237.541417612236,PPP模式 广东板块 海绵城市 环保工程 节能环保 深股通 深圳特区
000069,消费80,4965.95,6428.062169190596,HS300_ MSCI中国 房地产 股权激励 广东板块 国企改革 融资融券 深成500 深股通 深证100R 深圳特区 证金持股
000070,能源等权,2107.35,1086.5931587541118,5G概念 广东板块 国产芯片 军工 深股通 深圳特区 通讯行业
000078,电信等权,2168.92,623.6736765141243,病毒防治 股权激励 广东板块 融资融券 深成500 深股通 深圳特区 生物疫苗 医药制造 中证500
000090,上证流通,1066.4,1276.0424147852148,工程建设 广东板块 国企改革 融资融券 深成500 深股通 深圳特区 粤港自贸 证金持股 中证500 租售同权
000096,上证下游,4151.25,5722.872062663186,广东板块 深股通 深圳特区 石油行业 油改概念 粤港自贸
000099,上证F300,6091.94,13046.447040904593,大飞机 广东板块 航母概念 军工 民航机场 融资融券 深股通 深圳特区 通用航空
000100,上证F500,4685.2,2473.613355369389,HS300_ 参股银行 超级品牌 股权激励 广东板块 家电行业 举牌概念 融资融券 深成500 深股通 深证100R 证金持股 智能电视 智能家居
000150,380红利,7501.63,5893.450301731579,股权激励 广东板块 互联医疗 健康中国 深股通 养老概念 医疗器械 医疗行业
000151,上国红利,1221.59,521.7405601731601,北京板块 贬值受益 国际贸易 国企改革 核能核电 融资融券 一带一路
000153,上民红利,2499.88,1111.7194259298738,安徽板块 皖江区域 医药制造
000155,市值百强,2609.57,2337.2030324400566,成渝特区 化肥行业 四川板块
000158,上证环保,1225.97,1121.4029683176536,贬值受益 创投 大数据 纺织服装 河北板块 京津冀 举牌概念 深成500 深股通 网络安全 雄安新区 一带一路 智慧城市 中证500
000159,沪股通,2827.82,7086.329871489584,石油行业 新疆板块 一带一路 证金持股
000801,资源80,2974.56,4249.161452648044,成渝特区 大飞机 家电行业 军民融合 融资融券 深成500 深股通 四川板块
000802,500沪市,5371.67,25896.83181334,北京板块 北京冬奥 深成500 深股通 文化传媒
000803,300波动,6617.02,14807.796361078455,ST概念 成渝特区 举牌概念 四川板块 医疗器械 综合行业
000805,A股资源,3793.75,23619.60953935437,--
000806,消费服务,7863.77,46007.73093343617,广西板块 免疫治疗 深成500 深股通 输配电气 物联网 智能电网 中证500
000807,食品饮料,15210.79,7738.500692945355,基本金属 燃料电池 融资融券 深成500 深股通 有色金属 云南板块 中证500
000809,细分农业,4300.36,609307.2759685287,房地产 辽宁板块 证金持股
000810,细分能源,1868.49,1089.4226362871934,2025规划 百度概念 区块链 深股通 四川板块 通讯行业 物联网 虚拟现实 债转股 智能电视 智能家居
000811,细分有色,4436.38,4569.710712611987,创投 地热能 核能核电 机械行业 融资融券 山东板块 深股通
000812,细分机械,3590.02,14448.281716502617,包装材料 参股券商 壳资源 融资融券 陕西板块 在线教育
000813,细分化工,3121.39,8890.138342696315,健康中国 新疆板块 医药制造 中证500
000815,细分食品,15197.45,42096.51266673307,大数据 宁夏板块 深股通 太阳能 稀缺资源 新能源 造纸印刷
000816,细分地产,6148.31,22253.16968730357,ST概念 长江三角 风能 机械行业 江苏板块 太阳能 乡村振兴
000818,细分金融,5588.18,4257.863900495595,股权激励 化工行业 化工原料 军工 军民融合 辽宁板块 深股通
000819,有色金属,4109.56,2429.36863232244,长株潭 湖南板块 生物疫苗 石油行业
000820,煤炭指数,2422.34,762020.3079271363,环保工程 节能环保 辽宁板块
000821,300红利,5642.26,5697.680119658537,参股券商 工业4.0 湖北板块 机械行业 人工智能 赛马概念 深股通 智能机器
000822,500红利,7489.84,5517.773758268313,QFII重仓 化工行业 山东板块 深成500 深股通 油价相关 证金持股
000823,800有色,4054.93,2008.634264188192,OLED 贬值受益 参股银行 触摸屏 电子元件 广东板块 苹果概念 融资融券 深股通 小米概念
000825,央企红利,2728.31,858.2940208327167,钢铁行业 核能核电 融资融券 山西板块 深成500 深股通 证金持股 中证500
000826,民企红利,3395.4,2188.012278162162,HS300_ MSCI中国 PPP模式 高校 股权激励 湖北板块 环保工程 节能环保 美丽中国 融资融券 深成500 深股通 深证100R 雄安新区 证金持股
000827,中证环保,1340.22,101388.8127680798,--
000828,300高贝,2366.87,6508.9989465343915,参股券商 充电桩 高速公路 广东板块 国企改革 融资融券 深股通 新三板
000829,300低贝,5274.84,535.9324832005362,彩票概念 江西板块 融资融券 深成500 深股通 手游概念 通讯行业 虚拟现实 中证500
000830,500高贝,3624.28,1085.032842882485,化肥行业 化工原料 煤化工 融资融券 山东板块 深成500 深股通 生态农业 证金持股 中证500
000831,500低贝,9494.92,86235.76466555556,山西板块 稀土永磁 有色金属
000832,中证转债,275.27,0,--
000833,中高企债,175.73,217.9188606437848,广西板块 食品饮料
000838,创业价值,1654.71,5931.419566651466,北京板块 房地产 节能环保 深股通
000839,浙企综指,6159.98,23534.16396439766,HS300_ IPO受益 MSCI中国 北京板块 参股360 电子信息 量子通信 融资融券 深成500 深股通 深证100R 特斯拉 体育产业 稀缺资源 小金属 新材料 新能源 新能源车 虚拟现实 中超概念 锂电池
000850,300有色,3251.92,5641.035086029412,IPO受益 安徽板块 参股券商 创投 纺织服装 皖江区域
000851,百发100,12473.71,4783.063861397972,彩票概念 车联网 创投 大数据 电商概念 贵州板块 融资融券 深股通 通讯行业 物联网
000852,中证1000,5602.18,6137.339017923077,海工装备 湖北板块 机械行业 可燃冰 天然气 页岩气 一带一路 油气设服 证金持股
000856,500工业,4242.37,2743.640997150997,河北板块 京津冀 深股通 雄安新区 专用设备
000858,500信息,5657.94,1580.2205473823574,HS300_ MSCI中国 超级品牌 成渝特区 酿酒行业 融资融券 深成500 深股通 深证100R 四川板块 证金持股
000863,CS精准医,2920.51,23192.08210244828,房地产 上海板块 深股通
000869,HK银行,3611.92,1372.4174783148558,AB股 酿酒行业 融资融券 山东板块 深成500 深股通 证金持股
000901,小康指数,5099.56,2272.9334732162556,车联网 大飞机 东北振兴 航天航空 黑龙江 军工 融资融券 深成500 深股通 生物识别
000902,中证流通,4445.7,2020.747703487805,湖北板块 化肥行业 融资融券 深成500 深股通 生态农业
000903,中证100,3774.34,4193.051109868095,机械行业 深股通 云南板块 证金持股
000905,中证500,5212.45,781.4260163749294,福建板块 港口水运 融资融券 深股通 一带一路
000906,中证800,3902.25,195.9494837489779,阿里概念 长株潭 电商概念 湖南板块 商业百货
000908,300能源,1757.29,4036.6024944543083,长株潭 湖南板块 深股通 医药制造 中药
000909,300材料,2237.46,2254.439434354839,长江三角 国企改革 无人驾驶 浙江板块 智慧城市 综合行业
000910,300工业,2216.18,880.2419660944206,长江三角 股权激励 江苏板块 木业家具 深股通 养老金
000911,300可选,5741.21,2669.464137573888,广西板块 食品饮料
000912,300消费,15253.39,10128.527979568671,ST概念 成渝特区 股权转让 化肥行业 化工原料 煤化工 四川板块 债转股
000913,300医药,11934.73,6975.296011958763,IPO受益 长江三角 交运设备 浙江板块 智能机器
000915,300信息,1957.14,1005.7446313815791,二胎概念 高校 节能环保 美丽中国 融资融券 山东板块 深股通 医药制造
000916,300电信,2325.57,11367.135874439462,北京板块 高速公路 太阳能 新能源 雄安新区
000917,300公用,1858.83,1127.512270915276,IPO受益 参股360 长株潭 创投 电商概念 湖南板块 融资融券 深成500 深股通 手游概念 网络游戏 文化传媒
000918,300成长,4178.25,20102.301693,房地产 浙江板块
000919,300价值,4723.15,3005.640909090909,长江三角 江苏板块 养老概念 医药制造 中药
000920,300R成长,3175.03,6290.435023474179,材料行业 贵州板块 节能环保 铁路基建 新材料
000921,300R价值,3827.8,581.261453768665,AH股 广东板块 家电行业 融资融券 深成500 深股通 证金持股
000922,中证红利,4320.46,5962.154475954929,ST概念 东北振兴 风能 国企改革 核能核电 黑龙江 机械行业 新能源车 智能电网
000923,公司债指,185.95,106.00432973799127,北京冬奥 河北板块 机械行业 京津冀 雄安新区
000925,基本面50,4114.75,5318.3915265625,PPP模式 长江三角 高校 股权激励 交运设备 节能环保 美丽中国 深股通 浙江板块
000926,中证央企,1752.31,629.5889763221154,房地产 股权激励 湖北板块 融资融券 深成500 深股通 中证500
000927,央企100,1655.72,7043.097320746667,国企改革 汽车行业 天津板块 新能源车
000928,中证能源,1897.07,1746.5036539948717,3D打印 东北振兴 工程建设 吉林板块 融资融券 深股通 新材料 一带一路 债转股 中字头
000929,中证材料,2716.7,3320.200606578947,甘肃板块 举牌概念 壳资源 酿酒行业
000930,中证工业,2680.21,1362.585279035846,安徽板块 参股期货 国企改革 农牧饲渔 融资融券 深成500 深股通 生态农业 生物疫苗 新能源 中证500
000931,中证可选,5290.6,11753.668749852508,北京板块 创投 房地产 健康中国 京津冀 生物疫苗 小米概念 新三板
000932,中证消费,12755.27,1922.6946903678897,长株潭 钢铁行业 股权激励 国企改革 湖南板块 融资融券 页岩气
000933,中证医药,11247.11,4536.318453947369,河南板块 煤化工 深成500 深股通 稀缺资源 有色金属 证金持股
000935,中证信息,3735.06,5624.251137905326,成渝特区 股权转让 壳资源 水泥建材 四川板块 体育产业
000936,中证电信,4278.74,6697.913137360423,参股券商 参股银行 长江三角 独角兽 共享经济 化纤行业 江苏板块 举牌概念 深股通
000937,中证公用,1965.04,1296.4079537669902,河北板块 机构重仓 煤炭采选 融资融券 深成500 深股通 稀缺资源 雄安新区 中证500
000938,中证民企,1861.2,191.8448097151899,HS300_ MSCI中国 北京板块 创投 大数据 电子信息 高校 区块链 人工智能 融资融券 深成500 深股通 深证100R 新三板 云计算 智能机器
000939,民企200,1631.38,1742.028126845109,电力行业 股权激励 湖北板块 节能环保 美丽中国 融资融券 深成500 深股通 生态农业 新能源 页岩气 证金持股 智能电网
000948,内地地产,6498.71,4285.082562192513,参股银行 创投 大数据 股权激励 国产软件 国企改革 互联金融 软件服务 移动支付 云计算 云南板块 智慧城市
000949,内地农业,4840.02,5599.889782079118,河南板块 化纤行业 证金持股
000950,300基建,1902.83,541.6639256631527,ST概念 成渝特区 化肥行业 化工原料 壳资源 证金持股 重庆板块
000951,300银行,5566.53,404.4160880831439,汽车行业 山东板块 深股通 证金持股 中字头
000952,300地产,8621.54,8857.506271306122,湖北板块 壳资源 生物疫苗 医药制造
000953,中证地企,1236.27,6202.5673543909215,ST概念 股权转让 广西板块 化肥行业 壳资源
000955,中证国企,1158.98,3828.153601840491,病毒防治 海南板块 化纤行业 健康中国 军民融合 中药
000956,国企200,1069.51,0,
000957,300运输,1566.94,1075.2833762337964,国企改革 汽车行业 融资融券 山东板块 深成500 深股通 新能源车
000958,创业成长,1127.58,1415.6050283097952,电力行业 国企改革 河北板块 京津冀 深股通 雄安新区
000959,银河99,6349.12,2298.3143510232685,HS300_ 北京板块 创投 钢铁行业 国企改革 机构重仓 京津冀 深成500 深股通 太阳能 雄安新区 一带一路
000960,中证龙头,4071.24,752.1298827339755,基本金属 融资融券 深成500 深股通 稀缺资源 小金属 有色金属 云南板块 债转股 证金持股 中证500
000961,中证上游,2384.11,779.4610536677536,HS300_ PPP模式 参股保险 长江三角 大数据 房地产 江苏板块 区块链 融资融券 深成500 深股通 深证100R 养老概念 证金持股 智能机器
000962,中证中游,2863.58,5259.83090295,宁夏板块 燃料电池 太阳能 稀缺资源 小金属 新材料 有色金属
000963,中证下游,5660.51,1053.2106552310834,HS300_ MSCI中国 长江三角 融资融券 深成500 深股通 深证100R 医药制造 浙江板块 证金持股
000965,基本200,4461.59,5206.7407414626705,滨海新区 参股券商 房地产 京津冀 深股通 天津板块
000966,基本400,5913.52,3943.3575156630563,IPO受益 创投 电力行业 国企改革 湖北板块 融资融券 证金持股
000967,基本600,4951.34,5064.118159619632,PPP模式 长江三角 核能核电 节能环保 金属制品 新能源 预盈预增 浙江板块
000968,300周期,3429.61,9590.048944933525,节能环保 山西板块 深股通 石油行业 天然气 稀缺资源
000969,300非周,4151.83,3508.9054446647447,3D打印 北京板块 股权激励 国企改革 核能核电 金属制品 蓝宝石 融资融券 深成500 深股通 太阳能 特斯拉 稀土永磁 新材料 新能源 证金持股 中证500 锂电池
000970,ESG40,1421.42,1598.83482998944,北京板块 电子元件 风能 融资融券 深成500 深股通 特斯拉 稀土永磁 小金属 新材料 央视50_ 中证500
000971,等权90,2625.14,12026.617450412556,电子信息 高送转 股权激励 湖北板块 区块链 深股通 网络游戏 云计算
000972,300沪市,3317.77,54068.00997232094,ST概念 股权激励 健康中国 食品饮料 新疆板块
000975,钱江30,1281.73,3001.356169173553,黄金概念 内蒙古 融资融券 深成500 深股通 有色金属 证金持股 中证500
000977,内地低碳,1165.26,197.4650392444795,2025规划 大数据 电子信息 国产软件 国产芯片 苹果概念 人工智能 融资融券 山东板块 深成500 深股通 网络安全 网络游戏 云计算 智慧城市 中证500
000978,医药100,13922.25,44762.51986607142,QFII重仓 广西板块 国企改革 壳资源 旅游酒店
000979,大宗商品,3766.35,27479.948547495653,安徽板块 房地产 赛马概念 深成500 深股通 手游概念 皖江区域 在线旅游 中证500
000980,中证超大,3106.01,1162.1771761151304,安徽板块 汽车行业 深成500 深股通 无人驾驶 新能源车 中证500
000981,300分层,4489.99,7758.744903947233,甘肃板块 汽车行业 深成500 深股通 新能源车
000982,500等权,6131.36,22772.366847506168,ST概念 纺织服装 宁夏板块 网络游戏 云计算
000983,智能资产,8216.17,3547.170147143445,HS300_ MSCI中国 煤炭采选 融资融券 山西板块 深成500 深股通 深证100R 稀缺资源
000985,中证全指,4201.42,1184.0651915,东北振兴 国企改革 黑龙江 石油行业 油价相关
000987,全指材料,2861.87,4968.238490903981,参股券商 独角兽 多元金融 广东板块 深成500 深股通 中证500
000988,全指工业,2931.09,2331.660529227057,3D玻璃 3D打印 5G概念 IPO受益 创投 电子元件 高校 湖北板块 蓝宝石 量子通信 全息技术 融资融券 深成500 深股通 特斯拉 物联网 新材料 移动支付 智能机器 中证500
000989,全指可选,5001.51,5182.459743554231,参股保险 长株潭 湖南板块 融资融券 深股通 医药制造 中药
000990,全指消费,11112.21,10170.731457486485,高校 股权激励 化工行业 江西板块 深成500 深股通 新能源 中证500
000991,全指医药,10550.01,0,
000993,全指信息,4817.6,28477.331440203117,电力行业 独角兽 风能 福建板块 核能核电 稀缺资源 新能源
000995,全指公用,2004.8,46335.61646191326,ST概念 甘肃板块 酿酒行业
000998,中证TMT,1653.04,2551.0320477739556,长株潭 创投 股权激励 湖南板块 农牧饲渔 融资融券 深成500 深股通 乡村振兴
000999,两岸三地,1740.64,504.11612307692315,MSCI中国 QFII重仓 病毒防治 独家药品 广东板块 机构重仓 融资融券 深成500 深股通 深圳特区 医药制造 证金持股 中药 中证500
002001,新和成,16.44,11.600659511330049,创投 化工原料 融资融券 深成500 深股通 医药制造 浙江板块
002002,鸿达兴业,0,0.0,长江三角 化工行业 江苏板块 融资融券 深成500 深股通 中证500
002003,伟星股份,8.37,15.03467001895734,北斗导航 长江三角 纺织服装 股权激励 军工 浙江板块
002004,华邦健康,5.01,3.779935771968854,成渝特区 股权激励 互联医疗 健康中国 农药兽药 融资融券 深成500 深股通 新三板 中证500 重庆板块
002005,德豪润达,0,0.0,LED 贬值受益 广东板块 家电行业 融资融券
002006,精功科技,5.55,15.497779141104294,长江三角 机械行业 太阳能 浙江板块
002007,华兰生物,32.73,54.166851282918145,HS300_ 病毒防治 单抗概念 河南板块 融资融券 深成500 深股通 深证100R 生物疫苗 医药制造
002008,大族激光,53.64,33.82823719148936,3D玻璃 3D打印 HS300_ LED MSCI中国 QFII重仓 股权激励 广东板块 机械行业 苹果概念 融资融券 深成500 深股通 深证100R 深圳特区 物联网 央视50_ 养老概念 智能机器 转债标的
002009,天奇股份,11.79,5.579536942528736,长江三角 风能 工业4.0 机械行业 江苏板块 智能机器 锂电池
002010,传化智联,12.67,8.242115065694886,长江三角 股权激励 化工行业 区块链 深成500 深股通 移动支付 浙江板块
002011,盾安环境,0,0.0,长江三角 地热能 股权激励 核能核电 机械行业 美丽中国 融资融券 深成500 深股通 浙江板块 智能机器 中证500
002012,凯恩股份,5.45,9.617203679245282,长江三角 氟化工 壳资源 区块链 燃料电池 新材料 新能源 造纸印刷 浙江板块 锂电池
002013,中航机电,7.41,13.726885396817249,高送转 航母概念 航天航空 湖北板块 军工 深成500 深股通 无人机 中证500
002014,永新股份,6.44,6.409667090909092,安徽板块 包装材料 高送转 股权激励 举牌概念
002015,霞客环保,4.78,20.354625615171994,长江三角 纺织服装 江苏板块 节能环保 美丽中国
002016,世荣兆业,14.73,12.760147952890792,房地产 广东板块 融资融券 深股通 土地流转 养老金 粤港自贸
002017,东信和平,6.09,8.67951060493827,电商概念 广东板块 国企改革 通讯行业 物联网 移动支付
002018,*ST华信,1.47,4.7562589176136365,ST概念 安徽板块 股权激励 深成500 石油行业 皖江区域 新能源
002019,亿帆医药,17.41,16.770493045490824,长江三角 独家药品 免疫治疗 深成500 深股通 太阳能 医药制造 浙江板块 中证500
002020,京新药业,12.51,14.080976273291926,长江三角 深股通 医药制造 浙江板块
002021,中捷资源,3.12,6.990171986970684,长江三角 股权激励 机械行业 浙江板块
002022,科华生物,11.97,13.640482353982303,病毒防治 长江三角 单抗概念 健康中国 精准医疗 融资融券 上海板块 深成500 深股通 生物疫苗 体外诊断 医药制造 中证500
002023,海特高新,12.0,88.16982524271845,成渝特区 国产芯片 航天航空 军工 军民融合 融资融券 深成500 深股通 四川板块 通用航空
002024,苏宁易购,13.72,2.5742391109230147,HS300_ MSCI中国 阿里概念 电商概念 股权激励 江苏板块 快递概念 融资融券 商业百货 深成500 深股通 深证100R 万达概念 新零售
002025,航天电器,21.33,18.984585062240665,QFII重仓 电子元件 贵州板块 军工 融资融券 深成500 深股通
002026,山东威达,6.08,6.385495679999999,机械行业 山东板块 智能机器
002027,分众传媒,12.47,51.52960785236486,HS300_ MSCI中国 大数据 电子信息 广东板块 融资融券 深成500 深股通 深证100R 手游概念
002028,思源电气,15.63,20.41593017010309,长江三角 充电桩 股权激励 举牌概念 融资融券 上海板块 深成500 深股通 输配电气 智能电网 中证500
002029,七匹狼,8.28,6.80843046789989,贬值受益 参股保险 独角兽 纺织服装 福建板块 股权激励 融资融券 深股通
002030,达安基因,14.65,30.031087724935734,2025规划 病毒防治 高校 股权激励 广东板块 基因测序 精准医疗 免疫治疗 融资融券 深成500 深股通 食品安全 体外诊断 新三板 医药制造 中证500
002031,巨轮智能,2.17,18.147105205323193,工业4.0 股权激励 广东板块 汽车行业 深股通 智能机器
002032,苏泊尔,53.1,8.92375108655617,QFII重仓 长江三角 股权激励 机构重仓 家电行业 融资融券 深成500 深股通 浙江板块
002033,丽江旅游,7.25,29.29270275735294,国企改革 举牌概念 旅游酒店 云南板块 在线旅游
002034,旺能环境,20.42,46.73767747252748,PPP模式 长江三角 股权激励 环保工程 节能环保 举牌概念 美丽中国 浙江板块
002035,华帝股份,28.06,11.463654863764045,北京冬奥 广东板块 基金重仓 家电行业 深成500 深股通 太阳能 新能源
002036,联创电子,13.07,8.059060205524862,电子信息 江西板块 深成500 深股通 特斯拉 虚拟现实 增强现实
002037,久联发展,8.62,2.810671199203187,贵州板块 化工行业 军工
002038,双鹭药业,45.44,70.7314909090909,北京板块 病毒防治 单抗概念 股权激励 互联医疗 免疫治疗 融资融券 深成500 深股通 生物疫苗 新三板 央视50_ 医药制造 中证500
002039,黔源电力,14.26,11.224189335051546,电力行业 贵州板块 国企改革 举牌概念
002040,南京港,9.34,20.821052383233532,长江三角 港口水运 江苏板块 深股通 一带一路
002041,登海种业,7.51,47.545323741007195,农牧饲渔 融资融券 山东板块 深成500 深股通 乡村振兴 中证500
002042,华孚时尚,7.26,3.635684527356625,安徽板块 贬值受益 参股银行 股权激励 化纤行业 融资融券 深股通
002043,兔宝宝,8.43,11.117039298165139,QFII重仓 长江三角 电商概念 木业家具 深成500 深股通 浙江板块
002044,美年健康,22.79,58.07388728979592,HS300_ MSCI中国 长江三角 股权激励 基因测序 健康中国 江苏板块 精准医疗 社保重仓 深成500 深股通 医疗行业
002045,国光电器,6.71,3.16809268403171,触摸屏 电子元件 股权激励 广东板块 深股通
002046,轴研科技,7.17,10.74166584857143,国企改革 河南板块 机械行业
002047,宝鹰股份,5.56,6.2721705332211934,广东板块 深成500 深股通 深圳特区 一带一路 智慧城市 装修装饰
002048,宁波华翔,11.96,2.3267096949363157,长江三角 汽车行业 融资融券 深成500 深股通 浙江板块 中证500
002049,紫光国微,44.8,52.68497364341085,5G概念 电子元件 国产芯片 河北板块 蓝宝石 融资融券 深成500 深股通 雄安新区 移动支付 中证500
002050,三花智控,17.79,14.631666358417379,HS300_ 长江三角 家电行业 燃料电池 融资融券 深成500 深股通 太阳能 特斯拉 新能源车 浙江板块 智能家居
002051,中工国际,0,0.0,北京板块 贬值受益 工程建设 股权激励 国企改革 融资融券 深成500 深股通 一带一路 中证500 中字头
